,text,sentiment
120,if we do not use what we ve learned from this crisis to address the systemic inequity and inequa The coronavirus has done what war in the Middle East did not bring Jordan s vital tourism industry to a dramatic halt and with Think of it like a workout for your immune system You re sending it to the gym and preparing it to be able to do By the logic many people are applying to coronavirus and lockdowns we should reduce the national speed limit to 30mph ban RT BREAKING One day after reopening Florida recorded a record number of new deaths Tuesday from the novel coronavirus with RT Hint it starts with a C and ends with apitalism,Negative
121,aka this is what happens when Wall Street captures Congress and writes themsel RT Pence confirms coronavirus task force winding down but they forgot to tell Fauci via COVID19 coronavirus most total recoveries by US state,Neutral
122,New York 59 000,Neutral
123,Louisiana 20 300,Neutral
124,Texas 16 800,Neutral
125,New Jers RT We lost 232 New Yorkers yesterday to Coronavirus,Negative
126,That is 232 families that are suffering today,Negative
127,Yes we have made grea The race for coronavirus vaccines a graphical guide,Positive
128,excellent graphical guide to what Combating coronavirus Group gives warm meals to workers in UAE So much for being a constitutionalist,Positive
129,THANK YOU nurses for fighting the coronavirus on the front lines Take a moment to honor one of our hospital heroes for N By Dr Christopher W Smithmyer,Positive
130,In the age of the Coronavirus education will need to adapt and improve everywher Looking for a way to stay on top of the deluge of coronavirus news on,Positive
131,Here s a curated list to RT Brazil is already the global epicenter of the coronavirus One study concludes the country might have more Covid 19 cases than t RT NEW The TSA Hoarded 1 3 Million N95 Masks Even Though Airports Are Empty and It Doesn t Need Them latest Germany can be bold easing restrictions Merkel says Cuomo forces coronavirus patients into nursing homes and waits 2 months to sanitize subway but he goes on TV and says t BBC News Climate change Could the coronavirus crisis spur a green recovery Incredibly troubling to learn is disbanding team of researchers working on COVID19 projections amp will pull back RT In the last few weeks we ve seen a much greater concentration of covid spread in battleground states and red counties M RT The smart way to end lockdowns WHO says it s in talks to send mission to China to investigate source of coronavirus Fact Trump and Washington Republicans want to sabotage the protections of 135 million people living with pre existing cond Here is the new 11 schedule,Negative
132,February DP1,Neutral
133,March DP2,Neutral
134,April DP3,Neutral
135,May DP4,Neutral
136,June 3 Beta 1 Googl 74 of swing state voters approve of sustained direct payments to Americans during the coronavirus pandemic according to a new C RT To the approximately 2 million New Yorkers and others who got coronavirus and survived don t let these busybodies tell you t RT Fauci is scheduled to appear May 12 before the Senate Health Education and Labor and Pensions committee along with other RT Ethics watchdog American Oversight has sued the Trump admin for failing to release emails sent by two dozen top officials C,Positive
137,U,Neutral
138,Next,Neutral
139,ThursdayRT 1 Nice Phoenix Operation Phoenix was a CIA plan to take down the political infrastructure of a government through In RT OFFICIAL Paulo Dybala is cured of Coronavirus The vast majority of COVID19 spread is through respiratory droplets so socialdistancing and wearing cloth face coverings RT In person instruction at UofSC Columbia will resume mid August This is a decision that has not been made lightly and will requi RT To call Jared Kushner and his merry band of trust funders incompetent is an insult to incompetence officials ask university to stop coronavirus modeling as state eases lockdown restrictions via Carmody Trump the GOP and the Right Wing Echo Chamber are gaslighting the country with a warrior narrative that pathetically RT At today s PMQs Boris Johnson failed to answer any of the questions that Keir Starmer asked The number of coronavirus dea RT Update following the latest official figures from the four UK nations a cautious estimate of the excess deaths linked to RT Ben why are you pretending your website has anything to do with government decision making We need a vaccine for TDS ASAP much worse than Coronavirus COVID19 is 98 6 surviva Coronavirus protesters turn the American flag into a symbol of selfishness New Zealand stopped coronavirus in its tracks Britain has the highest death toll in Europe Don t let our government get RT Sending my deepest thoughts and prayers,Negative
140,Are you Aware Covid 19 test kits were sent to Tanzania where they tested a goat and a fruit Results You ve probably noticed it Since COVID 19 has driven many people indoors there are fewer cars on the road fewer planes It s to support the US Communist PartyRT During House debate on another coronavirus rescue bill said It is a joke when Republicans say they have urgency aro RT When I asked Rep Ratcliffe during his confirmation hearing today if he thought Trump accurately told Americans how serio RT The fake news can t stand that some people might not need to submit to the new authoritarianism of the left because they are RT Huge majority of holidaying Spaniards will flock to Andalucia as soon as they are permitted coronavirus survey finds RT The number of deaths from coronavirus connected to the Veterans Affairs health system rose more than 80 percent over th RT There needs to be a lot more discussion about the fact that Andrew Cuomo sent coronavirus patients into nursing homes al RT Well run States should not be bailing out poorly run States using CoronaVirus as the excuse The elimination of Sanct RT Well the racist Trump can t cry anonymous person or second hand hear say He s going to have to deal with his corru is the Roomba of politics he flies off in any direction it s pointed towards and the moment he IRS They do however qualify for coronavirus RT Now that Kushner is in charge of finding a Coronavirus vaccine if you think any other vaccine in development that won t be RT BREAKING The European Commission says the eurozone economy will contract by 7 7 in 2020 as the catastrophic consequences of the RT 1 2 M cases 72K deaths We are the epicenter for the pandemic Fantastic Job Indeed The Real Coronavirus Chronology Shows Trump Was On Top Of It While Biden Was Mocking The Danger htt RT newgarden This is messed up Project Veritas catches coronavirus testing site in Michigan being staged for CBS This Morning stor RT Paulo Dybala confirms he s free from the coronavirus is due to more testing People are going stir crazy the cases are going up but we still need to test for every Jollett Trump said he didn t get the country ready for covid 19 because he said he had a lot going on,Positive
